gene_symbol,Prkcq
analysis_id,ri2862r9jlfk149
mouse_strain,C57BL
parameter_id,IMPC_IMM_004_002
pvalue,1.141583
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
gene_accession_id,MGI:97601
mouse_life_stage,Early adult
