parameter_name,Embryo Size
mouse_life_stage,Early adult
gene_symbol,AU040320
parameter_id,IMPC_GEO_019_001
analysis_id,m6e8tc68dim4o00
pvalue,0.1265668
mouse_strain,C57BL
gene_accession_id,MGI:2140475
