mouse_strain,129SV
gene_accession_id,MGI:99605
pvalue,0.986397
analysis_id,2vzh3qyts17nv04
gene_symbol,Cntfr
parameter_name,Anophthalmia
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_048_002
