parameter_id,IMPC_ECH_018_001
mouse_strain,C57BL
parameter_name,Respiration Rate
mouse_life_stage,Early adult
gene_accession_id,MGI:2448481
analysis_id,77a300h60d27e13
pvalue,0.430014
gene_symbol,Mgst2
