parameter_id,IMPC_FEA_106_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1924054
gene_symbol,Kdm4c
analysis_id,t700999qzbzysy5
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
pvalue,0.677864
