mouse_life_stage,E18.5
gene_accession_id,MGI:1914309
parameter_name,Total NK cells - % of CD45+
parameter_id,MGP_IMM_033_001
mouse_strain,C57BL
gene_symbol,Ola1
analysis_id,8o3jcand8oc18r9
pvalue,0.4291202
