gene_symbol,Tiprl
parameter_id,IMPC_DXA_006_001
parameter_name,Body length
mouse_life_stage,E12.5
gene_accession_id,MGI:1915087
mouse_strain,C57BL
pvalue,0.4167666
analysis_id,e990c9apx78791y
