gene_symbol,Mapkap1
parameter_id,IMPC_OFD_012_001
mouse_strain,C57BL
gene_accession_id,MGI:2444554
parameter_name,Periphery permanence time
analysis_id,9k99u8g2s39p5z6
pvalue,0.620395
mouse_life_stage,E12.5
