gene_symbol,Bmi1
parameter_name,CD4+ KLRG1+ alpha beta T cell number
gene_accession_id,MGI:88174
parameter_id,MGP_PBI_032_001
pvalue,0.2423633
analysis_id,rx6k4axzqe0yke3
mouse_life_stage,Early adult
mouse_strain,C57BL
