gene_symbol,Bcs1l
parameter_id,UCDLA_EYE_083_001
analysis_id,6796keo0emq495w
pvalue,0.190693
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
parameter_name,Vitreous
mouse_strain,C57BL
