parameter_name,Bone Area
analysis_id,993te5kgrrf92bg
pvalue,0.4887279
parameter_id,IMPC_DXA_010_001
gene_accession_id,MGI:3026886
mouse_strain,C57BL
gene_symbol,Cdin1
mouse_life_stage,Early adult
