gene_symbol,Jun
pvalue,0.109508
mouse_life_stage,E15.5
parameter_id,MGP_IMM_125_001
parameter_name,Eosinophils - % of CD45+
mouse_strain,C57BL
analysis_id,x64vq14o31513z9
gene_accession_id,MGI:96646
