parameter_id,MGP_PBI_030_001
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
gene_accession_id,MGI:1346088
mouse_strain,C57BL
analysis_id,61y7f3jq96y7044
pvalue,0.1400594
gene_symbol,Cd52
mouse_life_stage,Early adult
