gene_symbol,Frmpd1
mouse_strain,C57BL
parameter_id,MGP_IMM_026_001
mouse_life_stage,Late adult
analysis_id,a75w714bu804rt1
gene_accession_id,MGI:2446274
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
pvalue,0.3132834
