parameter_id,JAXLA_OFD_009_001
gene_symbol,Bmi1
gene_accession_id,MGI:88174
mouse_strain,C57BL
pvalue,0.3340021
analysis_id,8elo4r8858358d8
parameter_name,Whole arena average speed
mouse_life_stage,E12.5
