mouse_strain,C57BL
pvalue,0.4029001
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
mouse_life_stage,Early adult
analysis_id,mf32sgb8h1w6etm
gene_accession_id,MGI:1922082
parameter_id,IMPC_FEA_107_001
gene_symbol,Slc45a3
