gene_symbol,Nanp
analysis_id,5v1m66874rq6j8k
pvalue,0.7440399
parameter_id,MGP_IMM_121_001
gene_accession_id,MGI:1914561
mouse_strain,C57BL
parameter_name,Macrophages - % of CD45+
mouse_life_stage,E18.5
