parameter_name,Whole arena resting time
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
analysis_id,2485v8r0z303937
pvalue,0.5616794
parameter_id,JAX_OFD_007_001
mouse_strain,C57BL
gene_symbol,Bach2
