parameter_name,HR
pvalue,0.0719528
parameter_id,IMPC_ECG_002_001
gene_accession_id,MGI:2140475
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,4d7m424e45r78x4
gene_symbol,AU040320
