Parameter_id,JAX_LDT_002_001
Pvalue,0.05017596
Mouse_life_stage,Early adult
Gene_accession_id,MGI:1913838
gene_symbol,Cmpk1
Mouse_strain,C57BL
Analysis_id,i0y52k690d94mzv
Parameter_name,Light side time spent
