gene_symbol,Snap23
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,110dB startle magnitude
gene_accession_id,MGI:109356
analysis_id,x17408s0vsk778i
pvalue,0.1537794
parameter_id,ESLIM_011_001_006
