parameter_id,IMPC_XRY_067_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.4060818
gene_symbol,EXTL1
analysis_id,31244rm73768qpc
parameter_name,Caudal processes
gene_accession_id,MGI:1888742
