parameter_id,JAX_OFD_016_001
pvalue,0.8708215
parameter_name,Center permanence time
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1913838
gene_symbol,Cmpk1
analysis_id,c13301gbh835d9h
