parameter_id,IMPC_ACS_037_001
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - Global
gene_accession_id,MGI:1933159
pvalue,0.5426464
analysis_id,4gfl82r29r9lxbi
gene_symbol,Rnf114
mouse_life_stage,Early adult
