gene_symbol,Prkcq
pvalue,0.09746016
mouse_strain,C57BL
gene_accession_id,MGI:97601
analysis_id,676223i4ixv2242
parameter_name,Resting Treg cells - % of Treg
mouse_life_stage,Early adult
parameter_id,MGP_MLN_010_001
