gene_symbol,Arpc2
pvalue,0.6557004
parameter_name,Periphery resting time
analysis_id,32qgb5z13t6eep6
parameter_id,IMPC_OFD_011_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1923959
