gene_symbol,Secisbp2l
mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
pvalue,0.780392
analysis_id,33jc8l2rz36r7hd
mouse_strain,C57BL
parameter_id,IMPC_IMM_032_001
parameter_name,CD8 CD44+CD62L- T cells
