parameter_id,M-G-P_014_001_001
parameter_name,Eye
analysis_id,k6ta6kg897fc54e
mouse_strain,C57BL
pvalue,0.4988819
gene_accession_id,MGI:3522699
mouse_life_stage,Early adult
gene_symbol,Trpa1
