gene_symbol,Nucks1
gene_accession_id,MGI:1934811
pvalue,0.6830649
parameter_id,IMPC_XRY_021_001
parameter_name,Humerus
analysis_id,649f2o6ju6p545w
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
