parameter_id,IMPC_CSD_051_002
pvalue,0.745692
parameter_name,Hindlimb nail - number
gene_accession_id,MGI:97838
gene_symbol,Eprs1
mouse_strain,C57BL
analysis_id,bsl50660xeh8e52
mouse_life_stage,E12.5
