pvalue,0.8419663
parameter_name,Total T cells - % of CD45+
parameter_id,MGP_IMM_001_001
mouse_life_stage,Early adult
analysis_id,j625fcke7k1907k
gene_symbol,Col6a3
gene_accession_id,MGI:88461
mouse_strain,C57BL
