mouse_life_stage,E15.5
parameter_id,JAX_OFD_022_001
parameter_name,Percentage center time
pvalue,0.6897343
mouse_strain,C57BL
analysis_id,w81119sc68gs262
gene_accession_id,MGI:95457
gene_symbol,Mecom
