gene_symbol,Tnfsf10
mouse_strain,C57BL
analysis_id,w9jc0o1ybp1stju
gene_accession_id,MGI:107414
parameter_id,MGP_IMM_001_001
parameter_name,Total T cells - % of CD45+
pvalue,0.06541943
mouse_life_stage,Early adult
