parameter_id,JAXLA_DXA_003_001
gene_symbol,Tiprl
gene_accession_id,MGI:1915087
parameter_name,Lean mass
pvalue,0.8784793
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,478b72sz42u676b
