parameter_id,IMPC_ECG_028_001
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:1914071
pvalue,0.4418787
parameter_name,QT
analysis_id,079x4g45q029257
gene_symbol,Bcs1l
