pvalue,0.09963078
gene_accession_id,MGI:1914836
gene_symbol,Ubxn11
parameter_id,MGP_IMM_004_001
parameter_name,Total CD4+ T cells - % of ab T cells
analysis_id,k694nnv6xiixs15
mouse_strain,C57BL
mouse_life_stage,Early adult
