gene_symbol,Atg4c
mouse_strain,C52BL
analysis_id,qo83de4i2o71mh9
parameter_id,MGP_MLN_076_001
pvalue,0.1499176
parameter_name,Naive CD8+ T cells - % of CD45+
gene_accession_id,MGI:2651854
mouse_life_stage,Early adult
