parameter_id,MGP_IMM_048_001
pvalue,0.6237537
gene_symbol,Ntmt2
mouse_strain,C57BL
gene_accession_id,MGI:2685053
parameter_name,Follicular B cells - % of B2 cells
analysis_id,5z096g7y3c4186i
mouse_life_stage,Early adult
