gene_symbol,AU040320
mouse_strain,C57BL
parameter_id,IMPC_XRY_023_001
parameter_name,Ulna
pvalue,0.6532729
mouse_life_stage,Middle aged adult
analysis_id,762skxzd31zp4t2
gene_accession_id,MGI:2140475
