gene_symbol,Sass6
mouse_life_stage,E9.5
gene_accession_id,MGI:1920026
pvalue,0.910455
parameter_name,Coat - color - abdomen
parameter_id,IMPC_CSD_007_001
mouse_strain,C57BL
analysis_id,1s2bfa8z5f77p20
