gene_symbol,AU040320
mouse_strain,C57BL
parameter_id,JAXLA_EYE_092_001
gene_accession_id,MGI:2140475
mouse_life_stage,Late adult
analysis_id,vytfoapuc297939
pvalue,6.055353e-19
parameter_name,Retina (combined)
