parameter_id,IMPC_CBC_024_001
mouse_life_stage,Early adult
pvalue,0.0794049
parameter_name,UIBC (unsaturated iron binding capacity)
analysis_id,6n8psbyp0j131um
gene_accession_id,MGI:1929866
mouse_strain,C57BL
gene_symbol,Rgs20
