gene_symbol,Dcaf10
mouse_life_stage,Early adult
analysis_id,86kg4qa48c57d14
parameter_name,Eosinophil cell count
gene_accession_id,MGI:2140179
parameter_id,IMPC_HEM_036_001
mouse_strain,C57BL
pvalue,0.1227003
