parameter_id,JAX_SLW_014_001
parameter_name,Breath rate during sleep standard deviation
mouse_strain,C57BL
gene_symbol,Opn3
pvalue,0.5357202
gene_accession_id,MGI:1338022
analysis_id,8014ia7q7940l46
mouse_life_stage,Early adult
