mouse_strain,129SV
parameter_id,M-G-P_008_001_013
pvalue,0.07600001
analysis_id,9437timq2420344
parameter_name,Startle Response
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
gene_symbol,Arpc2
