gene_symbol,Ola1
analysis_id,gcfd5qum5010439
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,IgD+ mature B cell percentage
parameter_id,MGP_PBI_015_001
pvalue,0.247634
gene_accession_id,MGI:1914309
