gene_symbol,Fgb
parameter_name,Pericardium Morphology
mouse_strain,C57BL
analysis_id,a0u6uazj3lfpe60
pvalue,0.6148515
mouse_life_stage,E12.5
gene_accession_id,MGI:99501
parameter_id,IMPC_GEL_006_001
