parameter_id,JAXLA_DXA_003_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1915524
analysis_id,87q2lubz4xrn01u
gene_symbol,Toporsl
mouse_strain,C57BL
parameter_name,Lean mass
pvalue,0.144352
