gene_symbol,AU040320
parameter_name,Periphery average speed
pvalue,0.7651544
analysis_id,m16esg8ct4q19fe
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,IMPC_OFD_013_001
gene_accession_id,MGI:2140475
