gene_symbol,Bmi1
mouse_life_stage,E15.5
parameter_id,ESLIM_008_001_001
parameter_name,Body position
analysis_id,okdc6s6n9dc8h0x
gene_accession_id,MGI:88174
mouse_strain,C57BL
pvalue,0.7535403
