gene_symbol,Bmi1
parameter_id,JAXLA_CSD_077_001
gene_accession_id,MGI:88174
pvalue,0.8218992
parameter_name,Contact righting
analysis_id,wa6b07e3g289xeh
mouse_life_stage,E12.5
mouse_strain,C57BL
