parameter_id,HMGULA_CBC_018_001
parameter_name,Glucose
analysis_id,kqi911iiiuu41po
pvalue,0.5215741
gene_symbol,Cds2
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
mouse_strain,C57BL
