parameter_id,IMPC_DXA_003_001
parameter_name,Lean mass
gene_symbol,Sfpq
analysis_id,5kebt7ek4t97u2h
pvalue,0.9243226
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1918764
