parameter_name,BMC/Body weight
pvalue,0.9655223
gene_symbol,Mecom
gene_accession_id,MGI:95457
mouse_strain,C3H
analysis_id,903525z10qi2lnm
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_007_001
