gene_symbol,Cntfr
mouse_life_stage,Early adult
parameter_name,Glucose
analysis_id,oywu618g8xb64y8
parameter_id,HMGULA_CBC_018_001
gene_accession_id,MGI:99605
pvalue,0.08365804
mouse_strain,129SV
