mouse_life_stage,Early adult
analysis_id,z345ue4m61b9f51
pvalue,0.6637848
parameter_id,MGP_PBI_032_001
parameter_name,CD4+ KLRG1+ alpha beta T cell number
mouse_strain,C57BL
gene_symbol,F2
gene_accession_id,MGI:88380
