parameter_id,IMPC_GEO_009_002
pvalue,0.1755851
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Morn5
gene_accession_id,MGI:1922745
parameter_name,Hemorrhage
analysis_id,l54v4bhipv7ox1s
