parameter_id,IMPC_CSD_016_001
pvalue,0.3082095
parameter_name,Coat - hair texture / appearance - abdomen
analysis_id,8xb929kdg88v14v
gene_accession_id,MGI:95835
gene_symbol,Hspa5
mouse_strain,C57BL
mouse_life_stage,Early adult
