mouse_life_stage,Early adult
gene_symbol,Fgb
mouse_strain,C57BL
gene_accession_id,MGI:99501
analysis_id,1v644f5im9o929m
pvalue,0.4946555
parameter_id,IMPC_LDT_006_001
parameter_name,Latency to first transition into dark
