Parameter_id,IMPC_HEM_002_001
pvalue,0.7628133
mouse_life_stage,Early adult
Mouse_strain,C57BL
gene_accession_id,MGI:96757
Parameter_name,Red blood cell count
analysis_id,j5w33z7y5685mmf
gene_symbol,Lcn2
