gene_symbol,AU040320
parameter_id,IMPC_GEL_028_001
analysis_id,gk0b7594r4a60a7
parameter_name,Forebrain
gene_accession_id,MGI:2140475
pvalue,0.2511035
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
