gene_symbol,Inpp1
parameter_id,IMPC_ECH_005_001
parameter_name,Fractional Shortening
gene_accession_id,MGI:104848
pvalue,0.6186112
analysis_id,h51mv3c26yz38m5
mouse_life_stage,Early adult
mouse_strain,129SV
