gene_symbol,Slc30a4
parameter_id,MGP_PBI_009_001
gene_accession_id,MGI:1345282
mouse_life_stage,Late adult
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell percentage
mouse_strain,C50BL
analysis_id,6f3rlc5xed30g07
pvalue,0.7125822
