gene_symbol,Hrnr
parameter_id,M-G-P_016_001_006
pvalue,0.7986934
parameter_name,Mean-corpuscular-haemoglobin
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,m4m23y0iht771y9
gene_accession_id,MGI:3046938
